"","Database_selected","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","link"
"79","Reactome_2016","FCERI mediated NF-kB activation_Homo sapiens_R-HSA-2871837","11/111",0.0001064,0.0020612,0,0,3.963964,36.262554,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;RASGRP2;CARD11;PSMA7","http://www.reactome.org/download/index.html"
"80","Reactome_2016","Cell Cycle, Mitotic_Homo sapiens_R-HSA-69278","26/462",0.0001116,0.0021336,0,0,2.2510823,20.4869708,"ANKLE2;POM121;AHCTF1;PSMD14;TUBGCP2;PSMA7;PSMD8;PSMB4;PCM1;PSMB3;ENSA;PSMB1;RAB8A;CLASP2;ESCO1;H2AFZ;CSNK1D;HAUS5;LEMD2;CDK11B;PSMA6;STAG1;PSMA4;PSMA2;FGFR1OP;NUP98","http://www.reactome.org/download/index.html"
"81","Reactome_2016","M Phase_Homo sapiens_R-HSA-68886","18/268",0.0001509,0.0028505,0,0,2.6865672,23.6386268,"ANKLE2;POM121;AHCTF1;PSMD14;H2AFZ;LEMD2;PSMA7;PSMD8;PSMA6;STAG1;PSMB4;PSMA4;PSMA2;PSMB3;ENSA;PSMB1;NUP98;CLASP2","http://www.reactome.org/download/index.html"
"82","Reactome_2016","Regulation of APC/C activators between G1/S and early anaphase_Homo sapiens_R-HSA-176408","9/79",0.0001547,0.0028866,0,0,4.556962,39.9826798,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"83","Reactome_2016","TCR signaling_Homo sapiens_R-HSA-202403","11/118",0.000184,0.0033924,0,0,3.7288136,32.0692816,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;INPP5D;PSMB1;CARD11;PSMA7","http://www.reactome.org/download/index.html"
"84","Reactome_2016","Complex I biogenesis_Homo sapiens_R-HSA-6799198","7/49",0.0002025,0.0036891,0,0,5.7142857,48.5975866,"NDUFA9;NDUFS8;NDUFS7;NDUFB6;NDUFB10;NDUFA1;NDUFC2","http://www.reactome.org/download/index.html"
"85","Reactome_2016","DNA Replication Pre-Initiation_Homo sapiens_R-HSA-69002","9/82",0.0002062,0.0037118,0,0,4.3902439,37.2582955,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"86","Reactome_2016","M/G1 Transition_Homo sapiens_R-HSA-68874","9/82",0.0002062,0.0036686,0,0,4.3902439,37.2582955,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"87","Reactome_2016","Separation of Sister Chromatids_Homo sapiens_R-HSA-2467813","13/162",0.0002241,0.0039418,0,0,3.2098765,26.9733745,"AHCTF1;PSMD14;PSMA7;PSMD8;PSMA6;STAG1;PSMB4;PSMA4;PSMA2;PSMB3;PSMB1;NUP98;CLASP2","http://www.reactome.org/download/index.html"
"88","Reactome_2016","Apoptosis_Homo sapiens_R-HSA-109581","13/163",0.0002381,0.0041404,0,0,3.190184,26.6146185,"PSMD14;LY96;PSMA7;PSMD8;PSMA6;PSMB4;PSMA4;PSMA2;PSMB3;AKT2;PSMB1;FADD;KPNA1","http://www.reactome.org/download/index.html"
"89","Reactome_2016","APC/C-mediated degradation of cell cycle proteins_Homo sapiens_R-HSA-174143","9/85",0.0002712,0.0046626,0,0,4.2352941,34.7826204,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"90","Reactome_2016","Regulation of mitotic cell cycle_Homo sapiens_R-HSA-453276","9/85",0.0002712,0.0046108,0,0,4.2352941,34.7826204,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"91","Reactome_2016","S Phase_Homo sapiens_R-HSA-69242","11/124",0.0002845,0.0047835,0,0,3.5483871,28.9716979,"PSMD8;PSMA6;STAG1;PSMB4;PSMA4;ESCO1;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"92","Reactome_2016","Programmed Cell Death_Homo sapiens_R-HSA-5357801","13/166",0.0002847,0.0047349,0,0,3.1325301,25.5740704,"PSMD14;LY96;PSMA7;PSMD8;PSMA6;PSMB4;PSMA4;PSMA2;PSMB3;AKT2;PSMB1;FADD;KPNA1","http://www.reactome.org/download/index.html"
"93","Reactome_2016","Regulation of mRNA stability by proteins that bind AU-rich elements_Homo sapiens_R-HSA-450531","9/86",0.0002963,0.0048753,0,0,4.1860465,34.0074462,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"94","Reactome_2016","Disease_Homo sapiens_R-HSA-1643685","34/725",0.0003552,0.0057807,0,0,1.8758621,14.8999097,"POM121;CCNT2;PSMD14;TNKS;VPS4A;LY96;AP2A2;PSMA7;PSMD8;PSMB4;PORCN;POLR2A;PSMB3;AP1G1;POLR2B;AKT2;PSMB1;TCEB2;RICTOR;MAP2K7;B2M;KPNA1;SUPT5H;GTF2H5;RBX1;NFKB2;PSMA6;PSMA4;PSMA2;PACS1;VAMP1;FGFR1OP;NUP98;TAF1","http://www.reactome.org/download/index.html"
"778","KEGG_2019_Human","Huntington disease","14/193",0.0003704,0.0380279,0,0,2.9015544,22.9249585,"NDUFA9;COX7B;NDUFB10;NDUFB6;NDUFA1;NDUFC2;UQCR11;UQCR10;AP2A2;COX5A;NDUFS8;NDUFS7;POLR2A;POLR2B","https://www.kegg.jp/"
"779","KEGG_2019_Human","Non-alcoholic fatty liver disease (NAFLD)","12/149",0.0003746,0.0288427,0,0,3.2214765,25.4164969,"NDUFA9;COX7B;NDUFS8;NDUFB10;NDUFS7;NDUFB6;AKT2;NDUFA1;NDUFC2;UQCR11;UQCR10;COX5A","https://www.kegg.jp/"
"780","KEGG_2019_Human","Alzheimer disease","13/171",0.0003796,0.0233846,0,0,3.0409357,23.9514466,"NDUFA9;COX7B;NDUFB10;NDUFB6;NDUFA1;NDUFC2;UQCR11;UQCR10;COX5A;NDUFS8;NDUFS7;APOE;FADD","https://www.kegg.jp/"
"95","Reactome_2016","Cell Cycle_Homo sapiens_R-HSA-1640170","28/566",0.0005118,0.0082419,0,0,1.9787986,14.9946726,"DIDO1;ANKLE2;POM121;AHCTF1;PSMD14;TUBGCP2;PSMA7;PSMD8;PSMB4;PCM1;SUMO1;PSMB3;ENSA;PSMB1;RAB8A;CLASP2;ESCO1;H2AFZ;CSNK1D;HAUS5;LEMD2;CDK11B;PSMA6;STAG1;PSMA4;PSMA2;FGFR1OP;NUP98","http://www.reactome.org/download/index.html"
"973","WikiPathways_2019_Human","Nonalcoholic fatty liver disease WP4396","12/155",0.0005355,0.0631935,0,0,3.0967742,23.3256397,"NDUFA9;COX7B;NDUFS8;NDUFB10;NDUFS7;NDUFB6;AKT2;NDUFA1;NDUFC2;UQCR11;UQCR10;COX5A","https://www.wikipathways.org/"
"96","Reactome_2016","PI Metabolism_Homo sapiens_R-HSA-1483255","7/60",0.0007191,0.0114614,0,0,4.6666667,33.7747461,"VAC14;PIKFYVE;PNPLA7;INPP5D;INPP5E;PIK3R5;MTMR7","http://www.reactome.org/download/index.html"
"97","Reactome_2016","Synthesis of DNA_Homo sapiens_R-HSA-69239","9/97",0.0007235,0.0114112,0,0,3.7113402,26.8384685,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"781","KEGG_2019_Human","Thermogenesis","15/231",0.0007441,0.0381976,0,0,2.5974026,18.7099296,"NDUFA9;COA3;COX7B;KDM3A;NDUFB10;NDUFB6;NDUFA1;NDUFC2;UQCR11;TSC1;UQCR10;COX5A;NDUFS8;NDUFS7;RPS6KB1","https://www.kegg.jp/"
"98","Reactome_2016","Formation of HIV elongation complex in the absence of HIV Tat_Homo sapiens_R-HSA-167152","6/44",0.0007468,0.0116595,0,0,5.4545455,39.2710499,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"99","Reactome_2016","RNA Polymerase II Transcription Elongation_Homo sapiens_R-HSA-75955","6/44",0.0007468,0.0115417,0,0,5.4545455,39.2710499,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"100","Reactome_2016","Formation of RNA Pol II elongation complex_Homo sapiens_R-HSA-112382","6/44",0.0007468,0.0114263,0,0,5.4545455,39.2710499,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"101","Reactome_2016","TP53 Regulates Transcription of DNA Repair Genes_Homo sapiens_R-HSA-6796648","7/61",0.0007952,0.0120455,0,0,4.5901639,32.759838,"CCNT2;POLR2A;POLR2B;TCEB2;CDK12;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"102","Reactome_2016","HIV Life Cycle_Homo sapiens_R-HSA-162587","11/141",0.0008473,0.0127096,0,0,3.1205674,22.0731631,"POM121;CCNT2;POLR2A;POLR2B;VPS4A;TCEB2;NUP98;SUPT5H;GTF2H5;KPNA1;TAF1","http://www.reactome.org/download/index.html"
"782","KEGG_2019_Human","Parkinson disease","11/142",0.0008983,0.039524,0,0,3.0985915,21.7367351,"NDUFA9;COX7B;NDUFS8;NDUFB10;NDUFS7;NDUFB6;NDUFA1;NDUFC2;UQCR11;UQCR10;COX5A","https://www.kegg.jp/"
"1189","Panther_2016","Parkinson disease_Homo sapiens_P00049","8/81",0.0009386,0.1051272,0,0,3.9506173,27.5400813,"HSPA9;PSMA6;PSMA4;PSMA2;PSMB3;PSMB1;CSNK1D;PSMA7","http://www.pantherdb.org/pathway/"
"103","Reactome_2016","Diseases of signal transduction_Homo sapiens_R-HSA-5663202","17/288",0.0009924,0.014742,0,0,2.3611111,16.3279071,"PSMD14;TNKS;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PORCN;PSMA4;POLR2A;PSMA2;PSMB3;POLR2B;AKT2;PSMB1;FGFR1OP;RICTOR","http://www.reactome.org/download/index.html"
"104","Reactome_2016","RNA Polymerase II Pre-transcription Events_Homo sapiens_R-HSA-674695","7/64",0.0010619,0.0156217,0,0,4.375,29.9587931,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5;TAF1","http://www.reactome.org/download/index.html"
"105","Reactome_2016","HIV elongation arrest and recovery_Homo sapiens_R-HSA-167287","5/32",0.0011031,0.0160744,0,0,6.25,42.5599542,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H","http://www.reactome.org/download/index.html"
"106","Reactome_2016","Pausing and recovery of HIV elongation_Homo sapiens_R-HSA-167290","5/32",0.0011031,0.0159227,0,0,6.25,42.5599542,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H","http://www.reactome.org/download/index.html"
"107","Reactome_2016","Elongation arrest and recovery_Homo sapiens_R-HSA-112387","5/32",0.0011031,0.0157739,0,0,6.25,42.5599542,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H","http://www.reactome.org/download/index.html"
"108","Reactome_2016","RNA Polymerase II Transcription_Homo sapiens_R-HSA-73857","10/124",0.0011191,0.0158532,0,0,3.2258065,21.920241,"CCNT2;POLR2A;POLR2B;SARNP;TCEB2;CASC3;SUPT5H;THOC7;GTF2H5;TAF1","http://www.reactome.org/download/index.html"
"109","Reactome_2016","Downstream signaling events of B Cell Receptor (BCR)_Homo sapiens_R-HSA-1168372","13/192",0.001125,0.0157907,0,0,2.7083333,18.3896115,"PSMD14;PSMA7;PSMD8;PSMA6;PSMB4;PSMA4;PSMA2;PSMB3;AKT2;PSMB1;RICTOR;CARD11;TNRC6A","http://www.reactome.org/download/index.html"
"110","Reactome_2016","TP53 Regulates Metabolic Genes_Homo sapiens_R-HSA-5628897","8/84",0.0011922,0.0165822,0,0,3.8095238,25.6455985,"COX7B;PRDX5;AKT2;TSC1;TXN;LAMTOR1;COX5A;TNRC6A","http://www.reactome.org/download/index.html"
"111","Reactome_2016","DNA Replication_Homo sapiens_R-HSA-69306","9/105",0.0012768,0.0175998,0,0,3.4285714,22.8458044,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"112","Reactome_2016","Transcription of the HIV genome_Homo sapiens_R-HSA-167172","7/67",0.0013942,0.0190462,0,0,4.1791045,27.4793342,"CCNT2;POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5;TAF1","http://www.reactome.org/download/index.html"
"113","Reactome_2016","Late Phase of HIV Life Cycle_Homo sapiens_R-HSA-162599","10/128",0.0014244,0.0192859,0,0,3.125,20.4812966,"POM121;CCNT2;POLR2A;POLR2B;VPS4A;TCEB2;NUP98;SUPT5H;GTF2H5;TAF1","http://www.reactome.org/download/index.html"
"114","Reactome_2016","Nef mediated downregulation of MHC class I complex cell surface expression_Homo sapiens_R-HSA-164940","3/10",0.0016348,0.0219404,0,0,12,76.994979,"AP1G1;PACS1;B2M","http://www.reactome.org/download/index.html"
"115","Reactome_2016","Synthesis of PIPs at the late endosome membrane_Homo sapiens_R-HSA-1660517","3/10",0.0016348,0.0217497,0,0,12,76.994979,"VAC14;PIKFYVE;MTMR7","http://www.reactome.org/download/index.html"
"116","Reactome_2016","Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters_Homo sapiens_R-HSA-164938","4/21",0.0016471,0.0217248,0,0,7.6190476,48.8284525,"PACS1;AP1G1;AP2A2;B2M","http://www.reactome.org/download/index.html"
"117","Reactome_2016","G1/S Transition_Homo sapiens_R-HSA-69206","9/112",0.0020037,0.0262017,0,0,3.2142857,19.9696489,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"118","Reactome_2016","Signaling by Insulin receptor_Homo sapiens_R-HSA-74752","17/311",0.0022538,0.0292232,0,0,2.1864952,13.3269744,"ATP6V0E1;PSMD14;TSC1;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;EEF2K;RPS6KB1;PSMA2;PSMB3;AKT2;PSMB1;LAMTOR1;ATP6V1E1","http://www.reactome.org/download/index.html"
"119","Reactome_2016","Signaling by the B Cell Receptor (BCR)_Homo sapiens_R-HSA-983705","14/233",0.0022868,0.0294017,0,0,2.4034335,14.6143198,"PSMD14;PSMA7;PSMD8;PSMA6;PSMB4;PSMA4;STIM1;PSMA2;PSMB3;AKT2;PSMB1;RICTOR;CARD11;TNRC6A","http://www.reactome.org/download/index.html"
"120","Reactome_2016","Cellular responses to stress_Homo sapiens_R-HSA-2262752","19/367",0.0023682,0.0301951,0,0,2.0708447,12.5195139,"HSPA9;POM121;H2AFZ;ATG9A;TSC1;CYBA;TXN;PHC3;RBX1;PRDX5;ATG16L1;SCMH1;BAG1;TCEB2;ULK1;NUP98;LAMTOR1;MAP2K7;TNRC6A","http://www.reactome.org/download/index.html"
"121","Reactome_2016","Generic Transcription Pathway_Homo sapiens_R-HSA-212436","34/812",0.0024332,0.0307671,0,0,1.6748768,10.0803189,"COX7B;CCNT2;TXN;MED15;COX5A;NR2C1;PRDX5;MED14;ZNF708;POLR2A;TRIM28;ZNF529;POLR2B;AKT2;ZKSCAN8;ZNF548;TCEB2;RICTOR;ZNF500;NCOA2;MED8;TSC1;SUPT5H;GTF2H5;MED7;MED23;ZNF839;ZNF337;CDK12;LAMTOR1;ZNF655;ZNF212;TNRC6A;TAF1","http://www.reactome.org/download/index.html"
"122","Reactome_2016","mTOR signalling_Homo sapiens_R-HSA-165159","5/39",0.002733,0.0342748,0,0,5.1282051,30.2684463,"EEF2K;RPS6KB1;AKT2;TSC1;LAMTOR1","http://www.reactome.org/download/index.html"
"783","KEGG_2019_Human","RNA transport","11/165",0.0029768,0.1146053,0,0,2.6666667,15.5117859,"PNN;POM121;POP7;SUMO1;EIF3I;EIF3G;CASC3;NUP98;PABPC1L;THOC7;EIF3B","https://www.kegg.jp/"
"123","Reactome_2016","PKB-mediated events_Homo sapiens_R-HSA-109703","5/40",0.0030603,0.0380677,0,0,5,28.94614,"EEF2K;RPS6KB1;AKT2;TSC1;LAMTOR1","http://www.reactome.org/download/index.html"
"124","Reactome_2016","Adaptive Immune System_Homo sapiens_R-HSA-1280218","32/762",0.0030888,0.0381118,0,0,1.67979,9.7091409,"PSMD14;ITGAL;RASGRP2;FBXO44;AP2A2;PSMA7;PSMD8;SEC61A2;PSMB4;HECTD1;HERC1;PSMB3;AP1G1;AKT2;INPP5D;PSMB1;TCEB2;RICTOR;UNKL;B2M;UBE2F;SMURF1;UBE4A;CYBA;RBX1;PSMA6;PSMA4;STIM1;PSMA2;TPP2;TNRC6A;CARD11","http://www.reactome.org/download/index.html"
"125","Reactome_2016","Processing of Capped Intron-Containing Pre-mRNA_Homo sapiens_R-HSA-72203","12/193",0.00348,0.0425952,0,0,2.4870466,14.0784821,"POM121;POLR2A;HNRNPH1;SNRNP70;POLR2B;SARNP;PRPF3;NUP98;CASC3;RBMX;THOC7;RBM5","http://www.reactome.org/download/index.html"
"974","WikiPathways_2019_Human","Oxidative phosphorylation WP623","6/60",0.0037875,0.3575386,0,0,4,22.3042118,"NDUFA9;NDUFS8;NDUFS7;NDUFB6;NDUFB10;NDUFC2","https://www.wikipathways.org/"
"126","Reactome_2016","HIV Transcription Elongation_Homo sapiens_R-HSA-167169","5/43",0.0042114,0.0511383,0,0,4.6511628,25.4416906,"POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"127","Reactome_2016","Tat-mediated elongation of the HIV-1 transcript_Homo sapiens_R-HSA-167246","5/43",0.0042114,0.0507356,0,0,4.6511628,25.4416906,"POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"128","Reactome_2016","Formation of HIV-1 elongation complex containing HIV-1 Tat_Homo sapiens_R-HSA-167200","5/43",0.0042114,0.0503392,0,0,4.6511628,25.4416906,"POLR2A;POLR2B;TCEB2;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"129","Reactome_2016","RNA Pol II CTD phosphorylation and interaction with CE_Homo sapiens_R-HSA-167160","4/27",0.0042911,0.0508947,0,0,5.9259259,32.3034513,"POLR2A;POLR2B;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"130","Reactome_2016","RNA Pol II CTD phosphorylation and interaction with CE_Homo sapiens_R-HSA-77075","4/27",0.0042911,0.0505032,0,0,5.9259259,32.3034513,"POLR2A;POLR2B;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"131","Reactome_2016","G2/M Checkpoints_Homo sapiens_R-HSA-69481","10/150",0.004529,0.0528957,0,0,2.6666667,14.3926918,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;SUMO1;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"132","Reactome_2016","Membrane Trafficking_Homo sapiens_R-HSA-199991","20/420",0.0047362,0.0548971,0,0,1.9047619,10.1952695,"RALGAPA2;COPB1;TRAPPC5;VPS4A;HIP1R;CSNK1D;RAB11A;ARFGAP2;BLOC1S4;NECAP1;CTAGE5;AP1G2;AP1G1;AKT2;GOLGB1;VPS54;NAA38;AP3S1;RAB8A;CYTH1","http://www.reactome.org/download/index.html"
"133","Reactome_2016","The role of Nef in HIV-1 replication and disease pathogenesis_Homo sapiens_R-HSA-164952","4/28",0.0049089,0.0564708,0,0,5.7142857,30.3811786,"AP1G1;PACS1;AP2A2;B2M","http://www.reactome.org/download/index.html"
"134","Reactome_2016","SUMOylation of RNA binding proteins_Homo sapiens_R-HSA-4570464","5/45",0.005132,0.0585972,0,0,4.4444444,23.4322325,"POM121;SUMO1;SCMH1;NUP98;PHC3","http://www.reactome.org/download/index.html"
"135","Reactome_2016","Immune System_Homo sapiens_R-HSA-168256","55/1547",0.0051703,0.0585972,0,0,1.4221073,7.4871344,"OTUD5;ITGAL;AP2A2;PSMD8;PYCARD;SEC61A2;SUMO1;HERC1;AP1G1;AKT2;CASP4;ATP6V1E1;UNKL;B2M;KPNA1;EDARADD;ATP6V0E1;IL11RA;UBE4A;CYBA;RBX1;PSMA6;PSMA4;STIM1;PSMA2;TNFRSF25;MASP2;NUP98;CARD11;POM121;PSMD14;NLRC5;LY96;TXN;RASGRP2;FBXO44;PSMA7;PSMB4;HECTD1;RNF216;PSMB3;PRKAR2A;INPP5D;PSMB1;TCEB2;RICTOR;FADD;NLRP1;MAP2K7;UBE2F;SMURF1;MYO9B;NFKB2;TPP2;TNRC6A","http://www.reactome.org/download/index.html"
"136","Reactome_2016","IRS-mediated signalling_Homo sapiens_R-HSA-112399","15/284",0.0054527,0.061343,0,0,2.1126761,11.0105108,"PSMD14;TSC1;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;EEF2K;RPS6KB1;PSMA2;PSMB3;AKT2;PSMB1;LAMTOR1","http://www.reactome.org/download/index.html"
"137","Reactome_2016","mRNA Capping_Homo sapiens_R-HSA-72086","4/29",0.0055836,0.0623572,0,0,5.5172414,28.6229946,"POLR2A;POLR2B;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"138","Reactome_2016","Insulin receptor signalling cascade_Homo sapiens_R-HSA-74751","15/287",0.0059917,0.0664296,0,0,2.0905923,10.698358,"PSMD14;TSC1;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;EEF2K;RPS6KB1;PSMA2;PSMB3;AKT2;PSMB1;LAMTOR1","http://www.reactome.org/download/index.html"
"139","Reactome_2016","IGF1R signaling cascade_Homo sapiens_R-HSA-2428924","15/288",0.0061806,0.0680311,0,0,2.0833333,10.5965392,"PSMD14;TSC1;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;EEF2K;RPS6KB1;PSMA2;PSMB3;AKT2;PSMB1;LAMTOR1","http://www.reactome.org/download/index.html"
"140","Reactome_2016","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)_Homo sapiens_R-HSA-2404192","15/288",0.0061806,0.0675452,0,0,2.0833333,10.5965392,"PSMD14;TSC1;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;EEF2K;RPS6KB1;PSMA2;PSMB3;AKT2;PSMB1;LAMTOR1","http://www.reactome.org/download/index.html"
"141","Reactome_2016","IRS-related events triggered by IGF1R_Homo sapiens_R-HSA-2428928","15/288",0.0061806,0.0670662,0,0,2.0833333,10.5965392,"PSMD14;TSC1;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;EEF2K;RPS6KB1;PSMA2;PSMB3;AKT2;PSMB1;LAMTOR1","http://www.reactome.org/download/index.html"
"142","Reactome_2016","Transcriptional Regulation by TP53_Homo sapiens_R-HSA-3700989","17/348",0.006921,0.0745709,0,0,1.954023,9.7177493,"COX7B;CCNT2;TSC1;TXN;SUPT5H;COX5A;GTF2H5;PRDX5;POLR2A;POLR2B;AKT2;TCEB2;RICTOR;CDK12;LAMTOR1;TNRC6A;TAF1","http://www.reactome.org/download/index.html"
"143","Reactome_2016","Pausing and recovery of Tat-mediated HIV elongation_Homo sapiens_R-HSA-167238","4/31",0.0071127,0.0761008,0,0,5.1612903,25.527098,"POLR2A;POLR2B;TCEB2;SUPT5H","http://www.reactome.org/download/index.html"
"144","Reactome_2016","Tat-mediated HIV elongation arrest and recovery_Homo sapiens_R-HSA-167243","4/31",0.0071127,0.0755723,0,0,5.1612903,25.527098,"POLR2A;POLR2B;TCEB2;SUPT5H","http://www.reactome.org/download/index.html"
"145","Reactome_2016","Mitotic G1-G1/S phases_Homo sapiens_R-HSA-453279","9/136",0.0072437,0.076434,0,0,2.6470588,13.0436909,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;PSMB1;PSMA7","http://www.reactome.org/download/index.html"
"146","Reactome_2016","trans-Golgi Network Vesicle Budding_Homo sapiens_R-HSA-199992","6/70",0.0080553,0.0844155,0,0,3.4285714,16.5305838,"BLOC1S4;NECAP1;AP1G2;AP1G1;HIP1R;AP3S1","http://www.reactome.org/download/index.html"
"147","Reactome_2016","Clathrin derived vesicle budding_Homo sapiens_R-HSA-421837","6/70",0.0080553,0.0838413,0,0,3.4285714,16.5305838,"BLOC1S4;NECAP1;AP1G2;AP1G1;HIP1R;AP3S1","http://www.reactome.org/download/index.html"
"148","Reactome_2016","Inflammasomes_Homo sapiens_R-HSA-622312","3/17",0.0081341,0.0840892,0,0,7.0588235,33.9648514,"PYCARD;TXN;NLRP1","http://www.reactome.org/download/index.html"
"149","Reactome_2016","Signaling by EGFR_Homo sapiens_R-HSA-177929","17/355",0.0083573,0.0858164,0,0,1.915493,9.1649093,"PSMD14;EPS15L1;AP2A2;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;PSMA2;PSMB3;AKT2;PRKAR2A;PSMB1;RICTOR;ARHGEF7;TNRC6A","http://www.reactome.org/download/index.html"
"150","Reactome_2016","Formation of the Early Elongation Complex_Homo sapiens_R-HSA-113418","4/33",0.008895,0.0907288,0,0,4.8484848,22.8958433,"POLR2A;POLR2B;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"151","Reactome_2016","Formation of the HIV-1 Early Elongation Complex_Homo sapiens_R-HSA-167158","4/33",0.008895,0.090128,0,0,4.8484848,22.8958433,"POLR2A;POLR2B;SUPT5H;GTF2H5","http://www.reactome.org/download/index.html"
"152","Reactome_2016","Transcriptional regulation by small RNAs_Homo sapiens_R-HSA-5578749","6/72",0.0092087,0.0926928,0,0,3.3333333,15.6253582,"POM121;POLR2A;H2AFZ;POLR2B;NUP98;TNRC6A","http://www.reactome.org/download/index.html"
"153","Reactome_2016","Synthesis of PIPs at the Golgi membrane_Homo sapiens_R-HSA-1660514","3/18",0.0095822,0.0958222,0,0,6.6666667,30.985637,"VAC14;PIKFYVE;INPP5E","http://www.reactome.org/download/index.html"
"154","Reactome_2016","Signaling by FGFR2_Homo sapiens_R-HSA-5654738","17/361",0.0097705,0.0970709,0,0,1.8836565,8.7182854,"PSMD14;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;POLR2A;HNRNPH1;PSMA2;PSMB3;POLR2B;AKT2;PRKAR2A;PSMB1;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"155","Reactome_2016","Formation of TC-NER Pre-Incision Complex_Homo sapiens_R-HSA-6781823","5/53",0.010249,0.1011678,0,0,3.7735849,17.2851803,"AQR;POLR2A;POLR2B;GTF2H5;RBX1","http://www.reactome.org/download/index.html"
"156","Reactome_2016","SUMO E3 ligases SUMOylate target proteins_Homo sapiens_R-HSA-3108232","7/96",0.0103272,0.101286,0,0,2.9166667,13.3378416,"POM121;STAG1;MTA1;SUMO1;SCMH1;NUP98;PHC3","http://www.reactome.org/download/index.html"
"157","Reactome_2016","Anchoring of the basal body to the plasma membrane_Homo sapiens_R-HSA-5620912","7/97",0.0108983,0.1062063,0,0,2.8865979,13.0449672,"PCM1;C2CD3;FGFR1OP;CSNK1D;HAUS5;RAB8A;RAB11A","http://www.reactome.org/download/index.html"
"158","Reactome_2016","Golgi Associated Vesicle Biogenesis_Homo sapiens_R-HSA-432722","5/54",0.0110688,0.1071854,0,0,3.7037037,16.6800848,"BLOC1S4;NECAP1;AP1G1;HIP1R;AP3S1","http://www.reactome.org/download/index.html"
